No;Lokasi;Kecamatan_Baru;Titik Koordinat;Lokasi Pemasangan;Kondisi;Jenis PJU;Jenis Tiang;Jenis Lampu
186;Cikadongdong Cikadongdong Bojongasih;Bojongasih;-7.553591 108.128562;Kiri;Baik;PJU Konvensional;Tiang Stang;Mercury
187;Cikadongdong Cikadongdong Bojongasih;Bojongasih;-7.553395 108.128152;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
188;Cikadongdong Cikadongdong Bojongasih;Bojongasih;-7.550014 108.127972;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
189;Cikadongdong Cikadongdong Bojongasih;Bojongasih;-7.550031 108.127979;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
190;Cikadongdong Cikadongdong Bojongasih;Bojongasih;-7.550503 108.128207;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
191;Cibeusi Giri jaya Bojongasih;Bojongasih;-7.579953 108.112106;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
192;Cikupa Giri jaya Bojongasih;Bojongasih;-7.576750 108.112093;Kiri;Baik;PJU Konvensional;Tiang Tunggal;Mercury
193;Sabeulit Mertajaya Bojongasih;Bojongasih;-7.565817 108.106483;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
194;Cililitan Merta jaya Bojongasih;Bojongasih;-7.536939 108.109956;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
195;Jompong hilir Mertajaya Bojongasih;Bojongasih;-7.566361 108.104319;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
196;Jompong Mertajaya Bojongasih;Bojongasih;-7.560920 108.104262;Kiri;Baik;PJU Konvensional;Tiang Stang;Mercury
197;Cililitan Merta jaya Bojongasih;Bojongasih;-7.537840 108.110217;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
198;Jl Bojong ngasih karang nunggal Martajaya Bojongasih;Bojongasih;-7.5554636 108.1054902;Kanan;Baik;PJU Solar Cell;Tiang Tunggal;LED
199;Cililitan Toblongan Bojongasih;Bojongasih;-7.533182 108.111629;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
200;Cililitan Toblongan Bojongasih;Bojongasih;-7.531376 108.112623;Kiri;Baik;PJU Konvensional;Tiang Tunggal;Mercury
201;Datar bungur Merta jaya Bojongasih;Bojongasih;-7.542957 108.107182;Kiri;Baik;PJU Konvensional;Tiang Tunggal;Mercury
202;Bojong rencong Merta jaya Bojongasih;Bojongasih;-7.545081 108.111273;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
203;Babakan Merta jaya Bojongasih;Bojongasih;-7.547391 108.107007;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
204;Jompong hilir Merta jaya Bojongasih;Bojongasih;-7.558693 108.103047;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
205;Madur bojong asih Bojong asih Bojongasih;Bojongasih;-7.5767052 108.1392052;Kiri;Baik;PJU Konvensional;Tiang Tunggal;Mercury
206;Bojong koneng Bojong asih Bojongasih;Bojongasih;-7.5735203 108.1400505;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
207;Bojong koneng Bojong asih Bojongasih;Bojongasih;-7.5735083 108.1401551;Kiri;Baik;PJU Konvensional;Tiang Tunggal;Mercury
208;Bojong koneng Bojong asih Bojongasih;Bojongasih;-7.5715232 108.1405437;Kiri;Baik;PJU Konvensional;Tiang Tunggal;Mercury
209;Sampelah bojong asih Bojong asih Bojongasih;Bojongasih;-7.5587248 108.1480777;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
210;Pasir cingir Sinang sari Bojongasih;Bojongasih;-7.5426278 108.1516524;Kanan;Baik;PJU Solar Cell;Tiang Tunggal;LED
211;Madur bojong asih Bojong adih Bojongasih;Bojongasih;-7.5768182 108.1383942;Kiri;Baik;PJU Konvensional;Tiang Tunggal;Mercury
212;Jl cibabakn Cikadongdong Bojongasih;Bojongasih;-7.5493344 108.1279899;Kanan;Baik;PJU Solar Cell;Tiang Tunggal;LED
213;Sawah kupa Cikadongdong Bojongasih;Bojongasih;-7.5624641 108.1278897;Kanan;Baik;PJU Solar Cell;Tiang Tunggal;LED
214;Madur bojong asih Bojong asih Bojongasih;Bojongasih;-7.5819945 108.1303278;Kanan;Baik;PJU Konvensional;Tiang Tunggal;Mercury
215;Madur Bojong asih Bojongasih;Bojongasih;-7.577456 108.132502;Kanan;Baik;PJU Konvensional;Tiang Tunggal;Mercury
216;Madur bojong asih Bojong asih Bojongasih;Bojongasih;-7.577101 108.132008;Kanan;Baik;PJU Konvensional;Tiang Tunggal;Mercury
217;Datar jambu Toblongan Bojongasih;Bojongasih;-7.533391 108.102792;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
218;Kp.cipanuaan,toblongan Toblongan Bojongasih;Bojongasih;-7.531784 108.098351;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
219;Jl jompong Martajaya Bojongasih;Bojongasih;-7.5619889 108.1043972;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
220;Pasir garuk Martajaya Bojongasih;Bojongasih;-7.5583960 108.1037055;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
221;Toblongan Toblongan Bojongasih;Bojongasih;-7.528173 108.104700;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
222;Toblongan Toblongan Bojongasih;Bojongasih;-7.526156 108.104740;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
223;Toblongan Toblongan Bojongasih;Bojongasih;-7.523071 108.107440;Kiri;Baik;PJU Konvensional;Tiang Tunggal;LED
224;Toblongan Toblongan Bojongasih;Bojongasih;-7.621371 108.107440;Kanan;Baik;PJU Konvensional;Tiang Tunggal;LED
225;Pamijahan Parung ponteng Cibalong;Cibalong;-7.466193 108.202384;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
226;Parung ponteng Parung ponteng Cibalong;Cibalong;-7.466193 108.202384;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
227;Parung ponteng Parung ponteng Cibalong;Cibalong;-7.466193 108.202384;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
228;Parung ponteng Parung ponteng Cibalong;Cibalong;-7.466193 108.202384;Kanan;Baik;PJU Solar Cell;Tiang Tunggal;LED
229;Parung Parung Cibalong;Cibalong;-7.537595 108.176379;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
230;Parung cibalong Parung kencana Cibalong;Cibalong;-7.539277 108.177134;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
231;Cigelap Parung kencana Cibalong;Cibalong;-7.530876 108.176058;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
232;Cigelap Parung kencana Cibalong;Cibalong;-7.529800 108.176214;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
233;Cigelap cibalong Parung kencana Cibalong;Cibalong;-7.521209 108.174184;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
234;Cibalong Parung kencana Cibalong;Cibalong;-7.517525 108.176750;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
235;Pertigaan parung ponteng Cibalong Cibalong;Cibalong;-7.514101 108.180950;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
236;Komplek kec.cibalong Cibalong Cibalong;Cibalong;-7.514137 108.181766;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
237;Komplek kec.cibalong Cibalong Cibalong;Cibalong;-7.514364 108.182499;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
238;Depan mesjid besar al ikhlas cibalong Cibalong Cibalong;Cibalong;-7.514634 108.182504;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
239;Cibalong Cibalong Cibalong;Cibalong;-7.513956 108.183091;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
240;Kec.cibalong Cibalong Cibalong;Cibalong;-7.513861 108.183611;Kanan;Baik;PJU Solar Cell;Tiang Tunggal;LED
241;Kec.cibalong Cibalong Cibalong;Cibalong;-7.514685 108.184607;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
242;Gapura polsek cibalong Cibalong Cibalong;Cibalong;-7.514474 108.186150;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
243;Cigeureung Singajaya Cibalong;Cibalong;-7.490471 108.191173;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
244;Bedengan Singajaya Cibalong;Cibalong;-7.495687 108.190723;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
245;PJU banceuy Singajaya Cibalong;Cibalong;-7.500503 108.192585;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
246;Banceuy Singajaya Cibalong;Cibalong;-7.500942 108.192161;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
247;Banceuy Singajaya Cibalong;Cibalong;-7.501310 108.191860;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
248;Jln raya cibalong Singajaya Cibalong;Cibalong;-7.503317 108.189951;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
249;Jln raya cibalong Singajaya Cibalong;Cibalong;-7.503910 108.189622;Kanan;Baik;PJU Solar Cell;Tiang Tunggal;LED
250;Jln raya cibalong Singajaya Cibalong;Cibalong;-7.504370 108.189502;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
251;Jln raya cibalong Singajaya Cibalong;Cibalong;-7.505138 108.189269;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
252;Bantarpayung Singajaya Cibalong;Cibalong;-7.506980 108.188813;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
253;Bantarpayung Singajaya Cibalong;Cibalong;-7.508046 108.189223;Kiri;Baik;PJU Konvensional;Tiang Tunggal;Mercury
254;Cibalong Singajaya Cibalong;Cibalong;-7.508513 108.187661;Kiri;Baik;PJU Konvensional;Tiang Tunggal;Mercury
255;Simpang 3 cimanisan Singajaya Cibalong;Cibalong;-7.509167 108.187077;Kiri;Baik;PJU Konvensional;Tiang Tunggal;Mercury
256;Rancamukti singajaya Singajaya Cibalong;Cibalong;-7.507628 108.184285;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
257;Gg.mesjid tarunajaya Singajaya Cibalong;Cibalong;-7.512326 108.185724;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
258;Tarunajaya singajaya Singajaya Cibalong;Cibalong;-7.513135 108.186695;Kanan;Baik;PJU Solar Cell;Tiang Tunggal;LED
259;Cibalong Cibalong Cibalong;Cibalong;-7.514898 108.182439;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
260;Cibalong Cibalong Cibalong;Cibalong;-7.516471 108.181652;Kanan;Baik;PJU Konvensional;Tiang Tunggal;Mercury
261;Sarepen Cibalong Cibalong;Cibalong;-7.527104 108.186647;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
262;Bantarkaso Cibalong Cibalong;Cibalong;-7.528121 108.186816;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
263;Babakan cipanas Cibalong Cibalong;Cibalong;-7.531889 108.187309;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
264;Jln.cipanas Cibalong Cibalong;Cibalong;-7.523292 108.184855;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
265;Muara Cibalong Cibalong;Cibalong;-7.520572 108.185163;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
266;Cirapih Parung kencana Cibalong;Cibalong;-7.542707 108.178199;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
267;Cirapih Parung kencana Cibalong;Cibalong;-7.546739 108.177372;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
268;Cirapih Parung kencana Cibalong;Cibalong;-7.547535 108.177886;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
269;Cirapih Parung kencana Cibalong;Cibalong;-7.550588 108.175816;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
270;Pondok gorogol Parung kencana Cibalong;Cibalong;-7.553551 108.178244;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
271;Simpang3 batulawang Setiawaras Cibalong;Cibalong;-7.567132 108.181836;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
272;Batulawang Setiawaras Cibalong;Cibalong;-7.567627 108.177811;Kanan;Baik;PJU Konvensional;Tiang Tunggal;Mercury
273;Ds.setiawaras Setiawaras Cibalong;Cibalong;-7.567306 108.182118;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
274;Kertawana Setiawaras Cibalong;Cibalong;-7.578373 108.176275;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
275;KKTW 403R01 Setiawaras Cibalong;Cibalong;-7.576601 108.171385;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
276;Pangukusan parung Parung kencana Cibalong;Cibalong;-7.535992 108.177124;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
277;Cigelap parung Parung kencana Cibalong;Cibalong;-7.531027 108.176912;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
278;Nangkasari Cibalong Cibalong;Cibalong;-7.526984 108.176203;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
279;Cibalong Cibalong Cibalong;Cibalong;-7.509478 108.177686;Kanan;Baik;PJU Solar Cell;Tiang Tunggal;LED
280;Sawah hilir giri kencana Cibalong Cibalong;Cibalong;-7.507963 108.173971;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
281;Jl.raya cibalong Singajaya Cibalong;Cibalong;-7.503625 108.189729;Kanan;Baik;PJU Konvensional;Tiang Tunggal;Mercury
282;Banceuy Singajaya Cibalong;Cibalong;-7.501327 108.191848;Kanan;Baik;PJU Konvensional;Tiang Tunggal;Mercury
283;Cigeureung Singajaya Cibalong;Cibalong;-7.498586 108.192145;Kiri;Baik;PJU Konvensional;Tiang Tunggal;Mercury
284;Dangdeur Parung ponteng Cibalong;Cibalong;-7.491624 108.139638;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
285;Nangoh cibanteng Parung ponteng Cibalong;Cibalong;-7.493778 108.140661;Kanan;Baik;PJU Solar Cell;Tiang Tunggal;LED
286;Pangbadongan Singajaya Cibalong;Cibalong;-7.504047 108.178919;Kanan;Baik;PJU Konvensional;Tiang Tunggal;Mercury
287;Eureunpalay Eureunpalay Cibalong;Cibalong;-7.580172 108.162455;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
288;Eureunpalay Eureunpalah Cibalong;Cibalong;-7.579059 108.162665;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
289;Eureunpalay Eureunpalay Cibalong;Cibalong;-7.579196 108.169681;Kanan;Baik;PJU Solar Cell;Tiang Tunggal;LED
290;Ciawitali Eureunpalay Cibalong;Cibalong;-7.576861 108.158310;Kanan;Baik;PJU Solar Cell;Tiang Tunggal;LED
291;Cikoncang Eureunpalay Cibalong;Cibalong;-7.576861 108.158310;Kanan;Baik;PJU Solar Cell;Tiang Tunggal;LED
292;Cikaret SSHS314 Eureunpalay Cibalong;Cibalong;-7.577970 108.153532;Kanan;Baik;PJU Solar Cell;Tiang Tunggal;LED
293;Kp singa lncap Singa jaya Cibalong;Cibalong;-7.511603 108.183801;Kanan;Baik;PJU Konvensional;Tiang Tunggal;Mercury
294;Sindanghurip Singajaya Cibalong;Cibalong;-7.489072 108.182051;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
295;Gempol Singajaya Cibalong;Cibalong;-7.507850 108.188271;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
296;Cibalong Cibalong Cibalong;Cibalong;-7.516651 108.182447;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
297;Cibalong Cibalong Cibalong;Cibalong;-7.514021 108.181235;Kanan;Baik;PJU Konvensional;Tiang Tunggal;Mercury
298;Nangkasari parung Cibalong Cibalong;Cibalong;-7.525021 108.176779;Kanan;Baik;PJU Konvensional;Tiang Tunggal;Mercury
299;Jl.raya cibalong Paring kencana Cibalong;Cibalong;-7.532535 108.176850;Kanan;Baik;PJU Solar Cell;Tiang Tunggal;LED
300;Cigelap parung Parung kencana Cibalong;Cibalong;-7.531442 108.176761;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
301;Cigelap Parung kencana Cibalong;Cibalong;-7.536085 108.176311;Kanan;Baik;PJU Konvensional;Tiang Tunggal;Mercury
302;Cirapih Parung kencana Cibalong;Cibalong;-7.543919 108.177752;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
303;Cigadoan Setiawaras Cibalong;Cibalong;-7.568028 108.182382;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
304;Kertawana Setiawaras Cibalong;Cibalong;-7.577926 108.175133;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
305;Sambawa Setiawaras Cibalong;Cibalong;-7.583275 108.179398;Kiri;Baik;PJU Konvensional;Tiang Tunggal;Mercury
306;Sambawa Setiawaras Cibalong;Cibalong;-7.583340 108.179766;Kiri;Baik;PJU Konvensional;Tiang Tunggal;Mercury
307;Cihideng Setiawaras Cibalong;Cibalong;-7.596965 108.190739;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
308;Negla bojong adih Erenpalai Cibalong;Cibalong;-7.5765779 108.1557820;Kiri;Baik;PJU Konvensional;Tiang Tunggal;Mercury
309;Jl cidadap Setiawaras Cibalong;Cibalong;-7.5771024 108.2047517;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
310;Jl cidadap Setiawaras Cibalong;Cibalong;-7.5802317 108.1992173;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
311;Jl sempur Sempur Cibalong;Cibalong;-7.5907796 108.2188300;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
312;Jl perkebunan Setiawaras Cibalong;Cibalong;-7.5890515 108.2075721;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
313;Jl perkebunan Setiawaras Cibalong;Cibalong;-7.5961900 108.2185098;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
314;Jl wangunsari Setiawaras Cibalong;Cibalong;-7.5960983 108.1907013;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
315;Jl Cihideung Setiawaras Cibalong;Cibalong;-7.5976477 108.1905799;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
316;Jl Cihideung Setiawaras Cibalong;Cibalong;-7.6001618 108.1910433;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
317;Jl burujul Ci Sempur Cibalong;Cibalong;-7.5976816 108.2267666;Kanan;Baik;PJU Solar Cell;Tiang Tunggal;LED
318;Jl budiwangi Cisempur Cibalong;Cibalong;-7.5924599 108.2231681;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
319;Kp cigadoan Setiawaras Cibalong;Cibalong;-7.569804 108.176023;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
320;Jl Bantar payung Bantar payung Cibalong;Cibalong;-7.5075711 108.1896700;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
321;Jl karang nunggal Parungponteng Cibalong;Cibalong;-7.5129477 108.1802253;Kanan;Baik;PJU Konvensional;Tiang Tunggal;SON T
322;Jl cingjaya Singajaya Cibalong;Cibalong;-7.5505705 108.1758623;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
323;Jl karang nunggal Sinarjaya Cibalong;Cibalong;-7.5129477 108.1802253;Kanan;Baik;PJU Solar Cell;Tiang Tunggal;LED
324;Jl ci kalong tonjong Tonjong Cikalong;Cikalong;-7.7371611 108.1814587;Kanan;Baik;PJU Solar Cell;Tiang Tunggal;LED
325;Jodang Cikalong Cikalong;Cikalong;-7.753185 108.157536;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
326;Sindang hurip Cikalong Cikalong;Cikalong;-7.762338 108.166511;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
327;Jl cikalong Ci dadali Cikalong;Cikalong;-7.7230935 108.1992448;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
328;Mangkabaya Mandalajaya Cikalong;Cikalong;-7.775194 108.155510;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
329;Mangkabaya Cikalong Cikalong;Cikalong;-7.766368 108.167988;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
330;Jl.raya cikalong Cikalong Cikalong;Cikalong;-7.765432 108.172628;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
331;Cikalong Cikalong Cikalong;Cikalong;-7.764983 108.172856;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
332;Cikalong Cikalong Cikalong;Cikalong;-7.763857 108.173168;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
333;Ciombek Cikalong Cikalong;Cikalong;-7.761519 108.162866;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
334;Jl ci kalong jadi mulya Tonjong sari Cikalong;Cikalong;-7.7342544 108.1670891;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
335;Sindanghurip Cikalong Cikalong;Cikalong;-7.762446 108.166628;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
336;Ds.kolot Cikalong Cikalong;Cikalong;-7.762555 108.167598;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
337;Jl cikalong singkir 3 Tonjong sari Cikalong;Cikalong;-7.7333195 108.1677517;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
338;Sindanghurip depan MAN 4 Cikalong Cikalong;Cikalong;-7.762270 108.168540;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
339;Jl jl pamijahan DS kolot Cikalong;Cikalong;-7.7290076 108.1625368;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
340;Sindanghurip Cikalong Cikalong;Cikalong;-7.762940 108.168597;Kiri;Baik;PJU Konvensional;Tiang Tunggal;Mercury
341;Ds.kolot Cikalong Cikalong;Cikalong;-7.762452 108.171136;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
342;Ds.sindanghurip Cikalong Cikalong;Cikalong;-7.763220 108.173734;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
343;Jl cikalong Singkir Cikalong;Cikalong;-7.7284358 108.1741242;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
344;Sindanghurip Cikalong Cikalong;Cikalong;-7.761265 108.172459;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
345;Cilutung Cikalong Cikalong;Cikalong;-7.761403 108.172820;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
346;Terminal cikalong Cikalong Cikalong;Cikalong;-7.765931 108.173646;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
347;Jl.raya cikalong Cikalong Cikalong;Cikalong;-7.767931 108.174826;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
348;Warung manggu Cikalong Cikalong;Cikalong;-7.760757 108.176733;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
349;Sukahaji Mandalajaya Cikalong;Cikalong;-7.774322 108.184005;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
350;Pangepakan Cikalong Cikalong;Cikalong;-7.755588 108.183010;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
351;Cijulang,ngadeg Mandalajaya Cikalong;Cikalong;-7.789983 108.183997;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
352;Cilutung Cikalong Cikalong;Cikalong;-7.763700 108.173102;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
353;Cisodong Cikalong Cikalong;Cikalong;-7.748458 108.180727;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
354;Cisodong Cikalong Cikalong;Cikalong;-7.748570 108.179907;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
355;Cisodong Cikalong Cikalong;Cikalong;-7.746645 108.180919;Kiri;Baik;PJU Konvensional;Tiang Tunggal;Mercury
356;Jl cikalong ci dadali Ci dadali Cikalong;Cikalong;-7.7175621 108.2100501;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
357;Jl ci kalong Ci dadali Cikalong;Cikalong;-7.7118040 108.2094530;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
358;Jl cikalong Cibeber Cikalong;Cikalong;-7.6998032 108.2119538;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
359;Citisuk Panyiaran Cikalong;Cikalong;-7.709455 108.187050;Kiri;Baik;PJU Konvensional;Tiang Tunggal;Mercury
360;Pamoyanan cikalong Cimanuk Cikalong;Cikalong;-7.8095796 108.2992087;Kiri;Baik;PJU Konvensional;Tiang Tunggal;Mercury
361;Jl cidadali Cidadali Cikalong;Cikalong;-7.6928042 108.2153917;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
362;Panyiaran Panyiaran Cikalong;Cikalong;-7.716804 108.183836;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
363;Jl cidadali Cidadali Cikalong;Cikalong;-7.7033736 108.2087194;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
364;Pamoyanan Cimanuk Cikalong;Cikalong;-7.8126375 108.2995048;Kiri;Baik;PJU Konvensional;Tiang Tunggal;Mercury
365;Pqmoyanan karang taaulan Cimanuk Cikalong;Cikalong;-7.8126375 108.2995048;Kiri;Baik;PJU Konvensional;Tiang Tunggal;Mercury
366;Rahayu Panyiaran Cikalong;Cikalong;-7.713860 108.185428;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
367;Sindang sari Sindang jaya Cikalong;Cikalong;-7.796104 108.228351;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
368;Kp.rahayu Panyiaran Cikalong;Cikalong;-7.716171 108.180457;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
369;Jl kalong sukahurip Tonjong Cikalong;Cikalong;-7.7426932 108.1847686;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
370;Jln sindang sari Sindang jaya Cikalong;Cikalong;-7.796179 108.229043;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
371;Jl pearang Tonjongsari Cikalong;Cikalong;-7.7387408 108.1879906;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
372;Barengkok Panyiaran Cikalong;Cikalong;-7.715708 108.178290;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
373;Jln sindang sari Sindang jaya Cikalong;Cikalong;-7.796954 108.232341;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
374;Jl batuluwung Tonjongsari Cikalong;Cikalong;-7.7391189 108.1938029;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
375;Barengkok panyiaran Panyiaran Cikalong;Cikalong;-7.713129 108.176794;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
376;simpang 3 pamoyanan Cimanuk Cikalong;Cikalong;-7.8030694 108.3071035;Kiri;Baik;PJU Konvensional;Tiang Tunggal;Mercury
377;Jln sindang sari Sindang jaya Cikalong;Cikalong;-7.798670 108.236833;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
378;Panyiaran Panyiaran Cikalong;Cikalong;-7.703055 108.177277;Kiri;Baik;PJU Konvensional;Tiang Tunggal;SON T
379;Kp sindang sari Sindang jaya Cikalong;Cikalong;-7.798860 108.238697;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
380;Pamoyanan Cimanuk Cikalong;Cikalong;-7.8094664 108.2984255;Kiri;Baik;PJU Solar Cell;Tiang Tunggal;LED
